Slot,Rank,Strategy_Name,Description,Value_Score,Strategy_Type,Round1_Pick,Round1_Pos,Round2_Pick,Round2_Pos,Round3_Pick,Round3_Pos,Round4_Pick,Round4_Pos,Round5_Pick,Round5_Pos,Round6_Pick,Round6_Pos,Round7_Pick,Round7_Pos,Round8_Pick,Round8_Pos,Round9_Pick,Round9_Pos,Round10_Pick,Round10_Pos,Round11_Pick,Round11_Pos,Round12_Pick,Round12_Pos,Round13_Pick,Round13_Pos,Round14_Pick,Round14_Pos,Round15_Pick,Round15_Pos,Round16_Pick,Round16_Pos,Is_Recommended
10,5,WR-First (Combo),WR-First strategy optimized for slot 10,1549.94,RB/WR Combo,CeeDee Lamb,WR,Drake London,WR,Travis Etienne Jr.,RB,Javonte Williams,RB,Courtland Sutton,WR,Tyler Warren,TE,Jalen Hurts,QB,DEF (Round 8),DEF,K (Round 9),K,Josh Downs,WR,Jonathon Brooks,RB,Jalen Coker,WR,Woody Marks,RB,Hunter Henry,TE,Denzel Boston,WR,Tyrone Tracy Jr.,RB,True
10,6,WR-Heavy,"Three WRs in first 5 picks, RB value in mid rounds for bench",1543.8133333333333,Generic,CeeDee Lamb,WR,Ashton Jeanty,RB,Tetairoa McMillan,WR,Terry McLaurin,WR,Bhayshul Tuten,RB,Tyler Warren,TE,Jalen Hurts,QB,DEF (Round 8),DEF,K (Round 9),K,Josh Downs,WR,Jonathon Brooks,RB,Isaiah Likely,TE,Woody Marks,RB,Jalen McMillan,WR,Denzel Boston,WR,Tyrone Tracy Jr.,RB,False
10,7,RB-First (Combo),RB-First strategy optimized for slot 10,1542.7733333333333,RB/WR Combo,De'Von Achane,RB,Ashton Jeanty,RB,Tetairoa McMillan,WR,Terry McLaurin,WR,Courtland Sutton,WR,Tyler Warren,TE,Jalen Hurts,QB,DEF (Round 8),DEF,K (Round 9),K,Kyle Monangai,RB,Jalen Coker,WR,Tyjae Spears,RB,Jalen McMillan,WR,Hunter Henry,TE,Tyrone Tracy Jr.,RB,Tank Dell,WR,False
10,8,Heavy-RB,"Three elite RBs in first 3 rounds, pivot to WR depth",1541.7733333333333,Generic,De'Von Achane,RB,Ashton Jeanty,RB,Travis Etienne Jr.,RB,Terry McLaurin,WR,Courtland Sutton,WR,Tyler Warren,TE,Jalen Hurts,QB,DEF (Round 8),DEF,K (Round 9),K,Kyle Monangai,RB,Jalen Coker,WR,Tyjae Spears,RB,Jalen McMillan,WR,Hunter Henry,TE,Tyrone Tracy Jr.,RB,Tank Dell,WR,False
10,9,TE-Premium (Combo),TE-Premium strategy optimized for slot 10,1540.1233333333334,RB/WR Combo,De'Von Achane,RB,Drake London,WR,Brock Bowers,TE,Terry McLaurin,WR,Bhayshul Tuten,RB,DK Metcalf,WR,Jalen Hurts,QB,DEF (Round 8),DEF,K (Round 9),K,Kyle Monangai,RB,Jalen Coker,WR,Isaiah Likely,TE,Woody Marks,RB,Jalen McMillan,WR,Dalton Kincaid,TE,Tyrone Tracy Jr.,RB,False
10,10,Balanced,"Balanced RB/WR mix early, strong TE/flex depth on bench",1539.9,Generic,De'Von Achane,RB,Drake London,WR,Travis Etienne Jr.,RB,Terry McLaurin,WR,Courtland Sutton,WR,Tyler Warren,TE,Jalen Hurts,QB,DEF (Round 8),DEF,K (Round 9),K,Kyle Monangai,RB,Jalen Coker,WR,Isaiah Likely,TE,Woody Marks,RB,Jalen McMillan,WR,Tyrone Tracy Jr.,RB,Tank Dell,WR,False
10,11,RB-WR-Mix (Combo),RB-WR-Mix strategy optimized for slot 10,1539.9,RB/WR Combo,De'Von Achane,RB,Drake London,WR,Travis Etienne Jr.,RB,Terry McLaurin,WR,Courtland Sutton,WR,Tyler Warren,TE,Jalen Hurts,QB,DEF (Round 8),DEF,K (Round 9),K,Kyle Monangai,RB,Jalen Coker,WR,Isaiah Likely,TE,Woody Marks,RB,Jalen McMillan,WR,Tyrone Tracy Jr.,RB,Tank Dell,WR,False
10,12,Zero-RB,"Three elite WRs early, RBs in mid rounds for strong bench depth",1539.44,Generic,CeeDee Lamb,WR,Drake London,WR,Tetairoa McMillan,WR,Javonte Williams,RB,Bhayshul Tuten,RB,Tyler Warren,TE,Jalen Hurts,QB,DEF (Round 8),DEF,K (Round 9),K,Kyle Monangai,RB,Jalen Coker,WR,Tyjae Spears,RB,Jalen McMillan,WR,Hunter Henry,TE,Tyrone Tracy Jr.,RB,Tank Dell,WR,False
11,1,Best-Available,Pick best value within ADP range regardless of position,1582.7733333333333,Generic,De'Von Achane,RB,Ashton Jeanty,RB,Tetairoa McMillan,WR,Terry McLaurin,WR,TreVeyon Henderson,RB,Mike Evans,WR,RJ Harvey,RB,Brock Purdy,QB,Xavier Worthy,WR,Quentin Johnston,WR,Bo Nix,QB,Jalen Coker,WR,Woody Marks,RB,George Kittle,TE,Denzel Boston,WR,Jordan Love,QB,True
11,2,WR-First (Combo),WR-First strategy optimized for slot 11,1562.44,RB/WR Combo,CeeDee Lamb,WR,Drake London,WR,Travis Etienne Jr.,RB,Javonte Williams,RB,Mike Evans,WR,Colston Loveland,TE,Jalen Hurts,QB,DEF (Round 8),DEF,K (Round 9),K,Quentin Johnston,WR,Tyjae Spears,RB,Jalen Coker,WR,Woody Marks,RB,George Kittle,TE,Denzel Boston,WR,Tyrone Tracy Jr.,RB,True
11,3,Ryans-Animal,"Only draft players from teams with animal mascots, best available strategy",1561.9,Generic,De'Von Achane,RB,Drake London,WR,Josh Allen,QB,No player available,,Marvin Harrison Jr.,WR,Colston Loveland,TE,RJ Harvey,RB,J.K. Dobbins,RB,Dallas Goedert,TE,Josh Downs,WR,Bo Nix,QB,No player available,,Zach Charbonnet,RB,Isiah Pacheco,RB,Dalton Kincaid,TE,No player available,,True
11,4,Value-Play (Combo),Value-Play strategy optimized for slot 11,1559.8133333333333,RB/WR Combo,CeeDee Lamb,WR,Ashton Jeanty,RB,Travis Etienne Jr.,RB,Terry McLaurin,WR,Mike Evans,WR,Colston Loveland,TE,Jalen Hurts,QB,DEF (Round 8),DEF,K (Round 9),K,Quentin Johnston,WR,Tyjae Spears,RB,Jalen Coker,WR,George Kittle,TE,Isiah Pacheco,RB,Denzel Boston,WR,Tyrone Tracy Jr.,RB,True
11,5,RB-First (Combo),RB-First strategy optimized for slot 11,1559.2733333333333,RB/WR Combo,De'Von Achane,RB,Ashton Jeanty,RB,Tetairoa McMillan,WR,Terry McLaurin,WR,Mike Evans,WR,Colston Loveland,TE,Jalen Hurts,QB,DEF (Round 8),DEF,K (Round 9),K,Kyle Monangai,RB,Jalen Coker,WR,Tyjae Spears,RB,Jalen McMillan,WR,George Kittle,TE,Tyrone Tracy Jr.,RB,Denzel Boston,WR,True
11,6,Heavy-RB,"Three elite RBs in first 3 rounds, pivot to WR depth",1558.2733333333333,Generic,De'Von Achane,RB,Ashton Jeanty,RB,Travis Etienne Jr.,RB,Terry McLaurin,WR,Mike Evans,WR,Colston Loveland,TE,Jalen Hurts,QB,DEF (Round 8),DEF,K (Round 9),K,Kyle Monangai,RB,Jalen Coker,WR,Tyjae Spears,RB,Jalen McMillan,WR,George Kittle,TE,Tyrone Tracy Jr.,RB,Denzel Boston,WR,False
11,7,Zero-RB,"Three elite WRs early, RBs in mid rounds for strong bench depth",1556.94,Generic,CeeDee Lamb,WR,Drake London,WR,Tetairoa McMillan,WR,Javonte Williams,RB,TreVeyon Henderson,RB,Colston Loveland,TE,Jalen Hurts,QB,DEF (Round 8),DEF,K (Round 9),K,Kyle Monangai,RB,Jalen Coker,WR,Tyjae Spears,RB,Jalen McMillan,WR,George Kittle,TE,Tyrone Tracy Jr.,RB,Denzel Boston,WR,False
11,8,WR-Heavy,"Three WRs in first 5 picks, RB value in mid rounds for bench",1546.3133333333333,Generic,CeeDee Lamb,WR,Ashton Jeanty,RB,Tetairoa McMillan,WR,Terry McLaurin,WR,TreVeyon Henderson,RB,Colston Loveland,TE,Jalen Hurts,QB,DEF (Round 8),DEF,K (Round 9),K,Quentin Johnston,WR,Tyjae Spears,RB,Isaiah Likely,TE,Woody Marks,RB,Jalen McMillan,WR,Denzel Boston,WR,Tyrone Tracy Jr.,RB,False
11,9,RB-WR-Mix (Combo),RB-WR-Mix strategy optimized for slot 11,1545.4,RB/WR Combo,De'Von Achane,RB,Drake London,WR,Travis Etienne Jr.,RB,Terry McLaurin,WR,Mike Evans,WR,Colston Loveland,TE,Jalen Hurts,QB,DEF (Round 8),DEF,K (Round 9),K,Kyle Monangai,RB,Jalen Coker,WR,Isaiah Likely,TE,Woody Marks,RB,Jalen McMillan,WR,Tyrone Tracy Jr.,RB,Denzel Boston,WR,False
11,10,Balanced,"Balanced RB/WR mix early, strong TE/flex depth on bench",1545.4,Generic,De'Von Achane,RB,Drake London,WR,Travis Etienne Jr.,RB,Terry McLaurin,WR,Mike Evans,WR,Colston Loveland,TE,Jalen Hurts,QB,DEF (Round 8),DEF,K (Round 9),K,Kyle Monangai,RB,Jalen Coker,WR,Isaiah Likely,TE,Woody Marks,RB,Jalen McMillan,WR,Tyrone Tracy Jr.,RB,Denzel Boston,WR,False
11,11,Hero-RB,"Elite RB in R1, skip R2 RB, load WR/TE early, grab RBs in mid-rounds",1544.4,Generic,De'Von Achane,RB,Drake London,WR,Tetairoa McMillan,WR,Terry McLaurin,WR,Colston Loveland,TE,Mike Evans,WR,Jalen Hurts,QB,DEF (Round 8),DEF,K (Round 9),K,Kyle Monangai,RB,Tyjae Spears,RB,Isaiah Likely,TE,Woody Marks,RB,Jalen McMillan,WR,Tyrone Tracy Jr.,RB,Denzel Boston,WR,False
11,12,TE-Premium (Combo),TE-Premium strategy optimized for slot 11,1540.6233333333334,RB/WR Combo,De'Von Achane,RB,Drake London,WR,Brock Bowers,TE,Terry McLaurin,WR,TreVeyon Henderson,RB,Mike Evans,WR,Jalen Hurts,QB,DEF (Round 8),DEF,K (Round 9),K,Kyle Monangai,RB,Jalen Coker,WR,Isaiah Likely,TE,Woody Marks,RB,Jalen McMillan,WR,Dalton Kincaid,TE,Tyrone Tracy Jr.,RB,False
12,1,Best-Available,Pick best value within ADP range regardless of position,1585.5633333333333,Generic,CeeDee Lamb,WR,Ashton Jeanty,RB,Tetairoa McMillan,WR,Josh Allen,QB,Lamar Jackson,QB,Bhayshul Tuten,RB,Jalen Hurts,QB,Jakobi Meyers,WR,Xavier Worthy,WR,Dallas Goedert,TE,Justin Herbert,QB,Jalen Coker,WR,Zach Charbonnet,RB,George Kittle,TE,Denzel Boston,WR,Tyrone Tracy Jr.,RB,True
12,2,WR-First (Combo),WR-First strategy optimized for slot 12,1564.19,RB/WR Combo,CeeDee Lamb,WR,Drake London,WR,Travis Etienne Jr.,RB,Cam Skattebo,RB,DK Metcalf,WR,Colston Loveland,TE,Jalen Hurts,QB,DEF (Round 8),DEF,K (Round 9),K,Quentin Johnston,WR,Tyjae Spears,RB,Jalen Coker,WR,Zach Charbonnet,RB,George Kittle,TE,Denzel Boston,WR,Tyrone Tracy Jr.,RB,True
12,3,Value-Play (Combo),Value-Play strategy optimized for slot 12,1558.8133333333333,RB/WR Combo,CeeDee Lamb,WR,Ashton Jeanty,RB,Travis Etienne Jr.,RB,Terry McLaurin,WR,DK Metcalf,WR,Colston Loveland,TE,Jalen Hurts,QB,DEF (Round 8),DEF,K (Round 9),K,Quentin Johnston,WR,Tyjae Spears,RB,Jalen Coker,WR,George Kittle,TE,Isiah Pacheco,RB,Denzel Boston,WR,Tyrone Tracy Jr.,RB,True
12,4,Zero-RB,"Three elite WRs early, RBs in mid rounds for strong bench depth",1558.44,Generic,CeeDee Lamb,WR,Drake London,WR,Tetairoa McMillan,WR,Travis Etienne Jr.,RB,Jadarian Price,RB,Colston Loveland,TE,Jalen Hurts,QB,DEF (Round 8),DEF,K (Round 9),K,Kyle Monangai,RB,Jalen Coker,WR,Tyjae Spears,RB,Jalen McMillan,WR,George Kittle,TE,Tyrone Tracy Jr.,RB,Denzel Boston,WR,True
12,5,Ryans-Animal,"Only draft players from teams with animal mascots, best available strategy",1554.8333333333337,Generic,No player available,,Drake London,WR,Josh Allen,QB,No player available,,Lamar Jackson,QB,Marvin Harrison Jr.,WR,Jalen Hurts,QB,J.K. Dobbins,RB,Dallas Goedert,TE,Josh Downs,WR,No player available,,No player available,,Zach Charbonnet,RB,Isiah Pacheco,RB,Dalton Kincaid,TE,No player available,,True
12,6,RB-First (Combo),RB-First strategy optimized for slot 12,1553.7933333333333,RB/WR Combo,Ashton Jeanty,RB,Derrick Henry,RB,Tetairoa McMillan,WR,Terry McLaurin,WR,DK Metcalf,WR,Colston Loveland,TE,Jalen Hurts,QB,DEF (Round 8),DEF,K (Round 9),K,Kyle Monangai,RB,Jalen Coker,WR,Tyjae Spears,RB,Jalen McMillan,WR,George Kittle,TE,Tyrone Tracy Jr.,RB,Denzel Boston,WR,False
12,7,Heavy-RB,"Three elite RBs in first 3 rounds, pivot to WR depth",1552.7933333333333,Generic,Ashton Jeanty,RB,Derrick Henry,RB,Travis Etienne Jr.,RB,Terry McLaurin,WR,DK Metcalf,WR,Colston Loveland,TE,Jalen Hurts,QB,DEF (Round 8),DEF,K (Round 9),K,Kyle Monangai,RB,Jalen Coker,WR,Tyjae Spears,RB,Jalen McMillan,WR,George Kittle,TE,Tyrone Tracy Jr.,RB,Denzel Boston,WR,False
12,8,Hero-RB,"Elite RB in R1, skip R2 RB, load WR/TE early, grab RBs in mid-rounds",1543.8133333333333,Generic,Ashton Jeanty,RB,CeeDee Lamb,WR,Tetairoa McMillan,WR,Terry McLaurin,WR,Colston Loveland,TE,Michael Pittman Jr.,WR,Jalen Hurts,QB,DEF (Round 8),DEF,K (Round 9),K,Kyle Monangai,RB,Tyjae Spears,RB,Isaiah Likely,TE,Zach Charbonnet,RB,Jalen McMillan,WR,Tyrone Tracy Jr.,RB,Denzel Boston,WR,False
12,9,WR-Heavy,"Three WRs in first 5 picks, RB value in mid rounds for bench",1542.8133333333333,Generic,CeeDee Lamb,WR,Ashton Jeanty,RB,Tetairoa McMillan,WR,Terry McLaurin,WR,Jadarian Price,RB,Colston Loveland,TE,Jalen Hurts,QB,DEF (Round 8),DEF,K (Round 9),K,Quentin Johnston,WR,Tyjae Spears,RB,Isaiah Likely,TE,Zach Charbonnet,RB,Jalen McMillan,WR,Denzel Boston,WR,Tyrone Tracy Jr.,RB,False
12,10,Balanced,"Balanced RB/WR mix early, strong TE/flex depth on bench",1542.8133333333333,Generic,Ashton Jeanty,RB,CeeDee Lamb,WR,Travis Etienne Jr.,RB,Terry McLaurin,WR,DK Metcalf,WR,Colston Loveland,TE,Jalen Hurts,QB,DEF (Round 8),DEF,K (Round 9),K,Kyle Monangai,RB,Jalen Coker,WR,Isaiah Likely,TE,Zach Charbonnet,RB,Jalen McMillan,WR,Tyrone Tracy Jr.,RB,Denzel Boston,WR,False
12,11,RB-WR-Mix (Combo),RB-WR-Mix strategy optimized for slot 12,1542.8133333333333,RB/WR Combo,Ashton Jeanty,RB,CeeDee Lamb,WR,Travis Etienne Jr.,RB,Terry McLaurin,WR,DK Metcalf,WR,Colston Loveland,TE,Jalen Hurts,QB,DEF (Round 8),DEF,K (Round 9),K,Kyle Monangai,RB,Jalen Coker,WR,Isaiah Likely,TE,Zach Charbonnet,RB,Jalen McMillan,WR,Tyrone Tracy Jr.,RB,Denzel Boston,WR,False
12,12,TE-Premium (Combo),TE-Premium strategy optimized for slot 12,1537.5366666666666,RB/WR Combo,Ashton Jeanty,RB,CeeDee Lamb,WR,Brock Bowers,TE,Terry McLaurin,WR,Jadarian Price,RB,Michael Pittman Jr.,WR,Jalen Hurts,QB,DEF (Round 8),DEF,K (Round 9),K,Kyle Monangai,RB,Jalen Coker,WR,Isaiah Likely,TE,Zach Charbonnet,RB,Jalen McMillan,WR,Dalton Kincaid,TE,Tyrone Tracy Jr.,RB,False
1,13,Jets-Focus,"Prioritize NY Jets players (Breece Hall RB, Garrett Wilson WR) and defense",0.72,Jets-Focused,No player available,,Breece Hall,RB,Garrett Wilson,WR,No player available,,No player available,,No player available,,No player available,,New York Jets,DEF,No player available,,No player available,,No player available,,No player available,,No player available,,No player available,,No player available,,No player available,,False
2,13,Jets-Focus,"Prioritize NY Jets players (Breece Hall RB, Garrett Wilson WR) and defense",0.72,Jets-Focused,No player available,,Breece Hall,RB,Garrett Wilson,WR,No player available,,No player available,,No player available,,No player available,,New York Jets,DEF,No player available,,No player available,,No player available,,No player available,,No player available,,No player available,,No player available,,No player available,,False
3,13,Jets-Focus,"Prioritize NY Jets players (Breece Hall RB, Garrett Wilson WR) and defense",0.72,Jets-Focused,No player available,,Breece Hall,RB,Garrett Wilson,WR,No player available,,No player available,,No player available,,No player available,,New York Jets,DEF,No player available,,No player available,,No player available,,No player available,,No player available,,No player available,,No player available,,No player available,,False
4,13,Jets-Focus,"Prioritize NY Jets players (Breece Hall RB, Garrett Wilson WR) and defense",0.72,Jets-Focused,No player available,,Breece Hall,RB,Garrett Wilson,WR,No player available,,No player available,,No player available,,No player available,,New York Jets,DEF,No player available,,No player available,,No player available,,No player available,,No player available,,No player available,,No player available,,No player available,,False
5,13,Jets-Focus,"Prioritize NY Jets players (Breece Hall RB, Garrett Wilson WR) and defense",0.72,Jets-Focused,No player available,,Breece Hall,RB,Garrett Wilson,WR,No player available,,No player available,,No player available,,No player available,,New York Jets,DEF,No player available,,No player available,,No player available,,No player available,,No player available,,No player available,,No player available,,No player available,,False
6,13,Jets-Focus,"Prioritize NY Jets players (Breece Hall RB, Garrett Wilson WR) and defense",0.72,Jets-Focused,No player available,,Breece Hall,RB,Garrett Wilson,WR,No player available,,No player available,,No player available,,No player available,,New York Jets,DEF,No player available,,No player available,,No player available,,No player available,,No player available,,No player available,,No player available,,No player available,,False
7,13,Jets-Focus,"Prioritize NY Jets players (Breece Hall RB, Garrett Wilson WR) and defense",0.72,Jets-Focused,No player available,,Breece Hall,RB,Garrett Wilson,WR,No player available,,No player available,,No player available,,No player available,,New York Jets,DEF,No player available,,No player available,,No player available,,No player available,,No player available,,No player available,,No player available,,No player available,,False
8,13,Jets-Focus,"Prioritize NY Jets players (Breece Hall RB, Garrett Wilson WR) and defense",0.72,Jets-Focused,No player available,,Breece Hall,RB,Garrett Wilson,WR,No player available,,No player available,,No player available,,No player available,,New York Jets,DEF,No player available,,No player available,,No player available,,No player available,,No player available,,No player available,,No player available,,No player available,,False
9,13,Jets-Focus,"Prioritize NY Jets players (Breece Hall RB, Garrett Wilson WR) and defense",0.72,Jets-Focused,No player available,,No player available,,Garrett Wilson,WR,No player available,,No player available,,No player available,,No player available,,New York Jets,DEF,No player available,,No player available,,No player available,,No player available,,No player available,,No player available,,No player available,,No player available,,False
10,13,Jets-Focus,"Prioritize NY Jets players (Breece Hall RB, Garrett Wilson WR) and defense",0.72,Jets-Focused,No player available,,No player available,,Garrett Wilson,WR,No player available,,No player available,,No player available,,No player available,,New York Jets,DEF,No player available,,No player available,,No player available,,No player available,,No player available,,No player available,,No player available,,No player available,,False
11,13,Jets-Focus,"Prioritize NY Jets players (Breece Hall RB, Garrett Wilson WR) and defense",0.72,Jets-Focused,No player available,,No player available,,No player available,,No player available,,No player available,,No player available,,No player available,,New York Jets,DEF,No player available,,No player available,,No player available,,No player available,,No player available,,No player available,,No player available,,No player available,,False
12,13,Jets-Focus,"Prioritize NY Jets players (Breece Hall RB, Garrett Wilson WR) and defense",0.72,Jets-Focused,No player available,,No player available,,No player available,,No player available,,No player available,,No player available,,No player available,,New York Jets,DEF,No player available,,No player available,,No player available,,No player available,,No player available,,No player available,,No player available,,No player available,,False
